URL;Aanmaken;Account;Adres;Afhalen;Afleveren;Bestel;Bestellen;Bestellingen;Betalen;Bevestiging;Bezorging;Inloggen;Klanten;Kom langs;Koop;Kopen;Maten;Ontvangen;Openingstijden;Ophalen;Order;Product;Producten;Servers;Shop;Showroom;Thuiswinkel;Versturen;Verzenden;Verzending;Verzendkosten;Vestiging;Vestigingen;Wachtwoord;Web;Winkel;Winkelmand;Winkels;Winkelwagen;Zaterdag;Zoeken;WordCount;PageCount
http://www.taartendecoratie.nl;10;268;792;0;0;256;0;253;253;0;0;259;4;0;4;0;0;0;13;0;785;7178;1790;0;383;0;0;0;253;1013;253;0;0;10;526;5331;0;0;4302;5;263;189509;253
http://www.thesting.com/nl-nl/;0;108;0;4;0;437;221;0;216;0;0;108;213;0;0;0;2;0;0;0;15;1942;0;0;662;0;0;0;0;0;0;0;0;0;325;328;0;216;0;108;108;187848;108
http://www.thuisbezorgd.nl;0;152;176;2;0;1214;1148;0;74;0;10;0;7;0;10;0;0;1;0;0;27;0;0;4;0;0;0;0;1;0;0;0;0;0;272;7;1;0;0;0;2;55140;82
http://www.topsnoep.nl;0;516;341;0;0;0;0;0;0;0;0;172;1;0;1;0;0;0;0;0;177;1581;182;0;3;0;0;0;0;6;0;0;0;0;0;700;0;1;180;1;169;102258;172
http://www.tui.nl;0;0;7;0;0;0;0;0;1;4;0;17;5;0;3;2;1;2;2;0;7;6;4;0;2;0;0;0;0;0;0;4;0;0;174;10;0;8;2;20;20;20009;17
http://www.vacansoleil.nl;0;0;20;0;0;3;2;0;143;341;0;116;5;0;3;3;2;2;53;4;1130;16;4;1;6;0;0;1;0;1;1;341;0;0;35;41;0;5;0;227;57;321164;113
http://www.vanharen.nl;0;202;12;0;0;265;105;0;39;3;202;0;584;0;34;85;30;0;0;0;16;3727;12;0;1607;0;3;0;76;2;10;6;3;10;124;147;101;18;0;1;107;184363;166
http://www.wefashion.nl;110;1651;460;0;7;395;4;5;73;2;155;423;9;0;19;5;7;229;119;0;1740;12095;115;0;1357;0;28;2;1;1;4;4;0;634;241;291;111;13;1;0;219;273343;108
http://www.welkoop.nl;1;1406;75;615;7;1157;382;8;394;14;10;362;2348;0;4987;418;53;13;12;747;4952;7607;1026;0;212;0;723;0;352;1;16;28;8;18;824;3771;0;1224;731;2;12;722841;351
http://www.wijnbergermode.nl;0;111;129;0;9;344;106;6;286;4;171;3;107;0;25;9;15;9;100;5;8;529;141;2;133;0;23;1;3;2;8;6;0;8;56;475;1;0;397;4;563;80209;96
http://www.woerdmankookgoedkoop.nl;0;249;166;0;0;83;0;83;166;0;0;83;83;0;415;0;0;0;0;0;0;249;249;0;581;0;0;0;0;83;0;0;0;0;166;1328;249;249;0;0;0;70965;83
http://www.zara.com/nl/;0;456;147;30;0;510;10;40;40;90;0;0;61;0;505;91;10;112;0;0;237;31175;195;0;959;0;0;22;10;130;30;90;0;30;2667;764;50;464;0;2;60;292058;507
http://www.ziggo.nl;10;100;167;10;0;783;300;1;96;30;15;190;1232;2;37;4;0;52;12;0;2478;932;237;0;146;0;0;21;5;2;10;43;3;85;613;53;2;11;0;8;315;363071;149
